YUGIPEDIA CARD TITLE=2269,_O,ID,QTD,SET,COD,Name,Rarity,CARD1,CARD2,TYPE1,TYPE2,Attrib,LV,ATK,DEF,DescEffect,Link,IMG_URL,LIMIT,=IMAGE(S1),detecta duplicatas,0
Toon Defense,55,54,,SS01,ENC15,Toon Defense,Common,Trap,Continuous,,,,,,,When an opponent's monster declares an attack targeting a face-up Level 4 or lower Toon monster you control: You can make the attack a direct attack instead.,https://yugipedia.com/wiki/Toon_Defense,https://ms.yugipedia.com//thumb/2/2e/ToonDefense-LDS1-EN-C-1E.png/300px-ToonDefense-LDS1-EN-C-1E.png,4,,SS01ENC15Toon DefenseCommon,1
Jar of Greed,56,55,,SS01,ENC16,Jar of Greed,Common,Trap,Normal,,,,,,,Draw 1 card.,https://yugipedia.com/wiki/Jar_of_Greed,https://ms.yugipedia.com//thumb/e/e5/JarofGreed-SS01-EN-C-1E.png/300px-JarofGreed-SS01-EN-C-1E.png,4,,SS01ENC16Jar of GreedCommon,1
Wild Tornado,57,56,,SS01,ENC17,Wild Tornado,Common,Trap,Normal,,,,,,,"Target 1 face-up card in the Spell & Trap Zone; destroy that face-up card, then, its controller can Set 1 Spell/Trap from their hand. If this Set card is destroyed and sent to the GY: Target 1 face-up card on the field; destroy that target.",https://yugipedia.com/wiki/Wild_Tornado,https://ms.yugipedia.com//thumb/f/f5/WildTornado-SS01-EN-C-1E.png/300px-WildTornado-SS01-EN-C-1E.png,4,,SS01ENC17Wild TornadoCommon,1
It's a Toon World!,58,57,,SS01,ENCS1,It's a Toon World!,Common,Skill,Continuous,Pegasus,,,,,,"Skill activation
At the start of the Duel, place this card in your center Spell & Trap Zone and flip it over.
Effect
This card is treated as ""Toon World"".
",https://yugipedia.com/wiki/It%27s_a_Toon_World!,https://ms.yugipedia.com//thumb/2/2e/ItsaToonWorld-SS01-EN-C-1E.png/300px-ItsaToonWorld-SS01-EN-C-1E.png,4,,SS01ENCS1It's a Toon World!Common,1
Mind Scan (Skill Card),59,58,,SS01,ENCS2,Mind Scan,Common,Skill,Normal,Pegasus,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
At the start of the 3rd turn, if your LP is 3000 or higher, activate this Skill (count both players' turns).
You may look at your opponent's Set Spell & Trap Cards at anytime. If your LP drops below 3000, flip this card over.
",https://yugipedia.com/wiki/Mind_Scan_(Skill_Card),https://ms.yugipedia.com//thumb/d/d8/MindScan-SS01-EN-C-1E.png/300px-MindScan-SS01-EN-C-1E.png,4,,SS01ENCS2Mind ScanCommon,1
Millennium Eye (Skill Card),60,59,,SS01,ENCS3,Millennium Eye,Common,Skill,Normal,Pegasus,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
At the start of the Duel, look at your opponent's opening hand. You may choose to have that player shuffle their hand into their Deck and draw a new hand. (If both players use a Skill at the same time, the Turn player resolves their Skill first.)
",https://yugipedia.com/wiki/Millennium_Eye_(Skill_Card),https://ms.yugipedia.com//thumb/f/f4/MillenniumEye-SS01-EN-C-1E.png/300px-MillenniumEye-SS01-EN-C-1E.png,4,,SS01ENCS3Millennium EyeCommon,1
Shard of Greed,61,60,,SS01,ENV01,Shard of Greed,Ultra Rare,Spell,Continuous,,,,,,,"Each time you draw a card(s) for your normal draw in your Draw Phase, place 1 Greed Counter on this card. You can send this card with 2 or more Greed Counters to the GY; draw 2 cards.",https://yugipedia.com/wiki/Shard_of_Greed,https://ms.yugipedia.com//thumb/6/62/ShardofGreed-STP3-EN-C-UE.png/300px-ShardofGreed-STP3-EN-C-UE.png,4,,SS01ENV01Shard of GreedUltra Rare,1
The Golden Apples,62,61,,SS01,ENV02,The Golden Apples,Ultra Rare,Trap,Normal,,,,,,,"When you take battle damage while you control no monsters: Gain LP equal to the battle damage you took, and if you do, Special Summon 1 ""Malus Token"" (Fiend/DARK/Level 1/ATK ?/DEF ?). Its ATK/DEF are each equal to the amount of LP you gained by this effect.",https://yugipedia.com/wiki/The_Golden_Apples,https://ms.yugipedia.com//thumb/c/c5/TheGoldenApples-STP3-EN-C-UE.png/300px-TheGoldenApples-STP3-EN-C-UE.png,4,,SS01ENV02The Golden ApplesUltra Rare,1
Mimicat,63,62,,SS01,ENV03,Mimicat,Ultra Rare,Spell,Normal,,,,,,,"If you control ""Toon World"" and a Toon monster: Target 1 card in your opponent's GY; if it is a monster, Special Summon it to your field, or if it is a Spell/Trap, Set it to your field. You can only activate 1 ""Mimicat"" per turn.",https://yugipedia.com/wiki/Mimicat,https://ms.yugipedia.com//thumb/4/4a/Mimicat-DLCS-EN-UR-1E.png/300px-Mimicat-DLCS-EN-UR-1E.png,4,,SS01ENV03MimicatUltra Rare,1
Blue-Eyes White Dragon,64,63,,SS02,ENA01,Blue-Eyes White Dragon,Common,Monster,Normal,Dragon,,LIGHT,8,3000,2500,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.",https://yugipedia.com/wiki/Blue-Eyes_White_Dragon,https://yugipedia.com/thumb.php?f=BlueEyesWhiteDragon-HAC1-EN-DUPR-1E.png&w=300,4,,SS02ENA01Blue-Eyes White DragonCommon,1
Battle Ox,65,64,,SS02,ENA02,Battle Ox,Common,Monster,Normal,Beast-Warrior,,EARTH,4,1700,1000,"A monster with tremendous power, it destroys enemies with a swing of its axe.",https://yugipedia.com/wiki/Battle_Ox,https://ms.yugipedia.com//thumb/c/cf/BattleOx-SS02-EN-C-1E.png/300px-BattleOx-SS02-EN-C-1E.png,4,,SS02ENA02Battle OxCommon,1
Ryu-Kishin Powered,66,65,,SS02,ENA03,Ryu-Kishin Powered,Common,Monster,Normal,Fiend,,DARK,4,1600,1200,A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.,https://yugipedia.com/wiki/Ryu-Kishin_Powered,https://ms.yugipedia.com//thumb/d/dd/RyuKishinPowered-SS02-EN-C-1E.png/300px-RyuKishinPowered-SS02-EN-C-1E.png,4,,SS02ENA03Ryu-Kishin PoweredCommon,1
Luster Dragon #2,67,66,,SS02,ENA04,Luster Dragon #2,Common,Monster,Normal,Dragon,,WIND,6,2400,1400,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.",https://yugipedia.com/wiki/Luster_Dragon_2,https://ms.yugipedia.com//thumb/8/82/LusterDragon2-SS02-EN-C-1E.png/300px-LusterDragon2-SS02-EN-C-1E.png,4,,SS02ENA04Luster Dragon #2Common,1
Lord of D.,68,67,,SS02,ENA05,Lord of D.,Common,Monster,Effect,Spellcaster,,DARK,4,1200,1100,Neither player can target Dragon monsters on the field with card effects.,https://yugipedia.com/wiki/Lord_of_D.,https://ms.yugipedia.com//thumb/9/9c/LordofD-STP1-EN-SR-UE.png/300px-LordofD-STP1-EN-SR-UE.png,4,,SS02ENA05Lord of D.Common,1
Twin-Headed Behemoth,69,68,,SS02,ENA06,Twin-Headed Behemoth,Common,Monster,Effect,Dragon,,WIND,3,1500,1200,"During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of ""Twin-Headed Behemoth"" once per Duel.",https://yugipedia.com/wiki/Twin-Headed_Behemoth,https://ms.yugipedia.com//thumb/d/d8/TwinHeadedBehemoth-SS02-EN-C-1E.png/300px-TwinHeadedBehemoth-SS02-EN-C-1E.png,4,,SS02ENA06Twin-Headed BehemothCommon,1
Tyrant Dragon,70,69,,SS02,ENA07,Tyrant Dragon,Common,Monster,Effect,Dragon,,FIRE,8,2900,2500,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can make a second attack. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap. This card cannot be Special Summoned from the GY, unless you Tribute 1 Dragon monster.",https://yugipedia.com/wiki/Tyrant_Dragon,https://ms.yugipedia.com//thumb/3/3c/TyrantDragon-SS02-EN-C-1E.png/300px-TyrantDragon-SS02-EN-C-1E.png,4,,SS02ENA07Tyrant DragonCommon,1
Spirit Ryu,71,70,,SS02,ENA08,Spirit Ryu,Common,Monster,Effect,Dragon,,WIND,4,1000,1000,"During your Battle Step, if this card battles (Quick Effect): You can discard 1 Dragon monster to the GY; this card gains 1000 ATK/DEF until the end of the Battle Phase.",https://yugipedia.com/wiki/Spirit_Ryu,https://ms.yugipedia.com//thumb/9/96/SpiritRyu-SS02-EN-C-1E.png/300px-SpiritRyu-SS02-EN-C-1E.png,4,,SS02ENA08Spirit RyuCommon,1
Kaibaman,72,71,,SS02,ENA09,Kaibaman,Common,Monster,Effect,Warrior,,LIGHT,3,200,700,"You can Tribute this card; Special Summon 1 ""Blue-Eyes White Dragon"" from your hand.",https://yugipedia.com/wiki/Kaibaman,https://ms.yugipedia.com//thumb/c/c6/Kaibaman-LDS2-EN-C-1E.png/300px-Kaibaman-LDS2-EN-C-1E.png,4,,SS02ENA09KaibamanCommon,1
The Flute of Summoning Dragon,73,72,,SS02,ENA10,The Flute of Summoning Dragon,Common,Spell,Normal,,,,,,,"Special Summon up to 2 Dragon monsters from your hand. ""Lord of D."" must be on the field to activate and to resolve this effect.",https://yugipedia.com/wiki/The_Flute_of_Summoning_Dragon,https://ms.yugipedia.com//thumb/b/b4/TheFluteofSummoningDragon-STP1-EN-SR-UE.png/300px-TheFluteofSummoningDragon-STP1-EN-SR-UE.png,4,,SS02ENA10The Flute of Summoning DragonCommon,1
Stamping Destruction,74,73,,SS02,ENA11,Stamping Destruction,Common,Spell,Normal,,,,,,,"If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller.",https://yugipedia.com/wiki/Stamping_Destruction,https://ms.yugipedia.com//thumb/6/6c/StampingDestruction-MYFI-EN-SR-1E.png/300px-StampingDestruction-MYFI-EN-SR-1E.png,4,,SS02ENA11Stamping DestructionCommon,1
Cost Down,75,74,,SS02,ENA12,Cost Down,Common,Spell,Normal,,,,,,,"Discard 1 card; for the rest of this turn, reduce the Levels of all monsters in your hand by 2 (even after they are Summoned).",https://yugipedia.com/wiki/Cost_Down,https://ms.yugipedia.com//thumb/3/3b/CostDown-SS03-EN-C-1E.png/300px-CostDown-SS03-EN-C-1E.png,4,,SS02ENA12Cost DownCommon,1
Burst Stream of Destruction,76,75,,SS02,ENA13,Burst Stream of Destruction,Common,Spell,Normal,,,,,,,"If you control ""Blue-Eyes White Dragon"": Destroy all monsters your opponent controls. ""Blue-Eyes White Dragon"" you control cannot attack the turn you activate this card.",https://yugipedia.com/wiki/Burst_Stream_of_Destruction,https://ms.yugipedia.com//thumb/3/37/BurstStreamofDestruction-LDS2-EN-C-1E.png/300px-BurstStreamofDestruction-LDS2-EN-C-1E.png,4,,SS02ENA13Burst Stream of DestructionCommon,1
Mountain,77,76,,SS02,ENA14,Mountain,Common,Spell,Field,,,,,,,"All Dragon, Winged Beast, and Thunder monsters on the field gain 200 ATK/DEF.",https://yugipedia.com/wiki/Mountain,https://ms.yugipedia.com//thumb/c/c5/Mountain-SS02-EN-C-1E.png/300px-Mountain-SS02-EN-C-1E.png,4,,SS02ENA14MountainCommon,1
Interdimensional Matter Transporter,78,77,,SS02,ENA15,Interdimensional Matter Transporter,Common,Trap,Normal,,,,,,,Target 1 face-up monster you control; banish that target until the End Phase.,https://yugipedia.com/wiki/Interdimensional_Matter_Transporter,https://ms.yugipedia.com//thumb/a/af/InterdimensionalMatterTransporter-SS02-EN-C-1E.png/300px-InterdimensionalMatterTransporter-SS02-EN-C-1E.png,4,,SS02ENA15Interdimensional Matter TransporterCommon,1
Dragon's Rebirth,79,78,,SS02,ENA16,Dragon's Rebirth,Common,Trap,Normal,,,,,,,"Target 1 Dragon monster you control; banish that target, and if you do, Special Summon 1 Dragon monster from your hand or GY.",https://yugipedia.com/wiki/Dragon%27s_Rebirth,https://ms.yugipedia.com//thumb/a/a3/DragonsRebirth-SS02-EN-C-1E.png/300px-DragonsRebirth-SS02-EN-C-1E.png,4,,SS02ENA16Dragon's RebirthCommon,1
Trap Jammer,80,79,,SS02,ENA17,Trap Jammer,Common,Trap,Counter,,,,,,,"When your opponent activates a Trap Card during the Battle Phase: Negate the activation, and if you do, destroy it.",https://yugipedia.com/wiki/Trap_Jammer,https://ms.yugipedia.com//thumb/d/dd/TrapJammer-SGX1-EN-C-1E.png/300px-TrapJammer-SGX1-EN-C-1E.png,4,,SS02ENA17Trap JammerCommon,1
Peak Performance,81,80,,SS02,ENAS1,Peak Performance,Common,Skill,Field,Kaiba,,,,,,"Skill activation
At the start of the Duel, place this card in your Field Spell Zone and flip it over.
Effect
All Dragon, Winged Beast, and Thunder monsters on the field gain 200 ATK/DEF.
",https://yugipedia.com/wiki/Peak_Performance,https://ms.yugipedia.com//thumb/7/75/PeakPerformance-SS02-EN-C-1E.png/300px-PeakPerformance-SS02-EN-C-1E.png,4,,SS02ENAS1Peak PerformanceCommon,1
Beatdown!,82,81,,SS02,ENAS2,Beatdown!,Common,Skill,Normal,Kaiba,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
If you control a Level 5 or higher monster, you can activate this Skill.
All monsters you currently control gain 300 ATK for each Level 5 or higher monster you control. At the end of your turn, flip this card over.
",https://yugipedia.com/wiki/Beatdown!,https://ms.yugipedia.com//thumb/6/68/Beatdown-SS02-EN-C-1E.png/300px-Beatdown-SS02-EN-C-1E.png,4,,SS02ENAS2Beatdown!Common,1
Dragon Caller,83,82,,SS02,ENAS3,Dragon Caller,Common,Skill,Normal,Kaiba,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per Duel, you can use 1 of the following Skills.
● If you successfully Normal Summon ""Lord of D."", add 1 ""The Flute of Summoning Dragon"" from your Deck or GY to your hand.
● Reveal ""The Flute of Summoning Dragon"" from your hand, then add 1 ""Lord of D."" from your Deck or GY to your hand.
",https://yugipedia.com/wiki/Dragon_Caller,https://ms.yugipedia.com//thumb/8/82/DragonCaller-SS02-EN-C-1E.png/300px-DragonCaller-SS02-EN-C-1E.png,4,,SS02ENAS3Dragon CallerCommon,1
Red-Eyes B. Dragon,84,83,,SS02,ENB01,Red-Eyes Black Dragon,Common,Monster,Normal,Dragon,,DARK,7,2400,2000,A ferocious dragon with a deadly attack.,https://yugipedia.com/wiki/Red-Eyes_B._Dragon,https://yugipedia.com/thumb.php?f=RedEyesBlackDragon-DPBC-EN-SR-1E.png&w=300,4,,SS02ENB01Red-Eyes Black DragonCommon,1
Meteor Dragon,85,84,,SS02,ENB02,Meteor Dragon,Common,Monster,Normal,Dragon,,EARTH,6,1800,2000,This dragon appeared from the sky and crashed to the earth.,https://yugipedia.com/wiki/Meteor_Dragon,https://ms.yugipedia.com//thumb/e/ee/MeteorDragon-SS02-EN-C-1E.png/300px-MeteorDragon-SS02-EN-C-1E.png,4,,SS02ENB02Meteor DragonCommon,1
Flame Manipulator,86,85,,SS02,ENB03,Flame Manipulator,Common,Monster,Normal,Spellcaster,,FIRE,3,900,1000,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire"".",https://yugipedia.com/wiki/Flame_Manipulator,https://ms.yugipedia.com//thumb/b/b0/FlameManipulator-SS02-EN-C-1E.png/300px-FlameManipulator-SS02-EN-C-1E.png,4,,SS02ENB03Flame ManipulatorCommon,1
Masaki the Legendary Swordsman,87,86,,SS02,ENB04,Masaki the Legendary Swordsman,Common,Monster,Normal,Warrior,,EARTH,4,1100,1100,Legendary swordmaster Masaki is a veteran of over 100 battles.,https://yugipedia.com/wiki/Masaki_the_Legendary_Swordsman,https://ms.yugipedia.com//thumb/4/4c/MasakitheLegendarySwordsman-SS02-EN-C-1E.png/300px-MasakitheLegendarySwordsman-SS02-EN-C-1E.png,4,,SS02ENB04Masaki the Legendary SwordsmanCommon,1
Alligator's Sword,88,87,,SS02,ENB05,Alligator's Sword,Common,Monster,Normal,Beast,,EARTH,4,1500,1200,"ey, dis mighty lissard man can swing his sword so fast, dat it's more dan da speed a sound!",https://yugipedia.com/wiki/Alligator%27s_Sword,https://ms.yugipedia.com//thumb/2/24/AlligatorsSword-SS02-EN-C-1E.png/300px-AlligatorsSword-SS02-EN-C-1E.png,4,,SS02ENB05Alligator's SwordCommon,1
Baby Dragon,89,88,,SS02,ENB06,Baby Dragon,Common,Monster,Normal,Dragon,,WIND,3,1200,700,"Much more than just a child, this dragon is gifted with untapped power.",https://yugipedia.com/wiki/Baby_Dragon,https://ms.yugipedia.com//thumb/c/c4/BabyDragon-SS02-EN-C-1E.png/300px-BabyDragon-SS02-EN-C-1E.png,4,,SS02ENB06Baby DragonCommon,1
Time Wizard,90,89,,SS02,ENB07,Time Wizard,Common,Monster,Effect,Spellcaster,,LIGHT,2,500,400,"Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy as many monsters you control as possible, and if you do, take damage equal to half the total ATK those destroyed monsters had while face-up on the field.",https://yugipedia.com/wiki/Time_Wizard,https://ms.yugipedia.com//thumb/e/e3/TimeWizard-STP1-EN-SR-UE.png/300px-TimeWizard-STP1-EN-SR-UE.png,4,,SS02ENB07Time WizardCommon,1
Little-Winguard,91,90,,SS02,ENB08,Little-Winguard,Common,Monster,Effect,Warrior,,WIND,4,1400,1800,"Once per turn, during your End Phase: You can change the battle position of this card.",https://yugipedia.com/wiki/Little-Winguard,https://ms.yugipedia.com//thumb/e/e0/LittleWinguard-SS02-EN-C-1E.png/300px-LittleWinguard-SS02-EN-C-1E.png,4,,SS02ENB08Little-WinguardCommon,1
Copycat,92,91,,SS02,ENB09,Copycat,Common,Monster,Effect,Spellcaster,,LIGHT,1,0,0,If this card is Summoned: Target 1 face-up monster your opponent controls; this card's ATK/DEF become equal to that monster's original ATK/DEF.,https://yugipedia.com/wiki/Copycat,https://ms.yugipedia.com//thumb/2/26/Copycat-SS02-EN-C-1E.png/300px-Copycat-SS02-EN-C-1E.png,4,,SS02ENB09CopycatCommon,1
Gearfried the Iron Knight,93,92,,SS02,ENB10,Gearfried the Iron Knight,Common,Monster,Effect,Warrior,,EARTH,4,1800,1600,If either player equips an Equip Card(s) to this card: Destroy that Equip Card(s).,https://yugipedia.com/wiki/Gearfried_the_Iron_Knight,https://ms.yugipedia.com//thumb/f/f4/GearfriedtheIronKnight-STP1-EN-SR-UE.png/300px-GearfriedtheIronKnight-STP1-EN-SR-UE.png,3,,SS02ENB10Gearfried the Iron KnightCommon,1
Polymerization,94,93,,SS02,ENB11,Polymerization,Common,Spell,Normal,,,,,,,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",https://yugipedia.com/wiki/Polymerization,https://ms.yugipedia.com//thumb/4/44/Polymerization-SGX1-EN-C-1E.png/300px-Polymerization-SGX1-EN-C-1E.png,4,,SS02ENB11PolymerizationCommon,1
Stray Lambs,95,94,,SS02,ENB12,Stray Lambs,Common,Spell,Normal,,,,,,,"Special Summon 2 ""Lamb Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. You cannot Summon other monsters the turn you activate this card (but you can Set).",https://yugipedia.com/wiki/Stray_Lambs,https://ms.yugipedia.com//thumb/5/5d/StrayLambs-SS02-EN-C-1E.png/300px-StrayLambs-SS02-EN-C-1E.png,4,,SS02ENB12Stray LambsCommon,1
Legendary Sword,96,95,,SS02,ENB13,Legendary Sword,Common,Spell,Equip,,,,,,,Equip only to a Warrior monster. It gains 300 ATK/DEF.,https://yugipedia.com/wiki/Legendary_Sword,https://ms.yugipedia.com//thumb/6/64/LegendarySword-SS02-EN-C-1E.png/300px-LegendarySword-SS02-EN-C-1E.png,4,,SS02ENB13Legendary SwordCommon,1
Sogen,97,96,,SS02,ENB14,Sogen,Common,Spell,Field,,,,,,,All Warrior and Beast-Warrior monsters on the field gain 200 ATK/DEF.,https://yugipedia.com/wiki/Sogen,https://ms.yugipedia.com//thumb/9/90/Sogen-SS02-EN-C-1E.png/300px-Sogen-SS02-EN-C-1E.png,4,,SS02ENB14SogenCommon,1
Dicephoon,98,97,,SS02,ENB15,Dicephoon,Common,Spell,Quick-Play,,,,,,,"Roll a six-sided die and apply the result.
● 2, 3, or 4: Destroy 1 Spell/Trap on the field.
● 5: Destroy 2 Spells/Traps on the field.
● 1 or 6: You take 1000 damage.",https://yugipedia.com/wiki/Dicephoon,https://ms.yugipedia.com//thumb/7/79/Dicephoon-SS02-EN-C-1E.png/300px-Dicephoon-SS02-EN-C-1E.png,4,,SS02ENB15DicephoonCommon,1
Graceful Dice,99,98,,SS02,ENB16,Graceful Dice,Common,Spell,Quick-Play,,,,,,,"Roll a six-sided die. All monsters you currently control gain ATK/DEF equal to the result x 100, until the end of this turn.",https://yugipedia.com/wiki/Graceful_Dice,https://ms.yugipedia.com//thumb/d/d0/GracefulDice-SS02-EN-C-1E.png/300px-GracefulDice-SS02-EN-C-1E.png,4,,SS02ENB16Graceful DiceCommon,1
Skull Dice,100,99,,SS02,ENB17,Skull Dice,Common,Trap,Normal,,,,,,,"Roll a six-sided die. All monsters your opponent currently controls lose ATK/DEF equal to the result x 100, until the end of this turn.",https://yugipedia.com/wiki/Skull_Dice,https://ms.yugipedia.com//thumb/2/2f/SkullDice-EVSD-EN-C-UE.png/300px-SkullDice-EVSD-EN-C-UE.png,4,,SS02ENB17Skull DiceCommon,1
